comment,rate,created_at,operator_name
Absolute disgrace. We arrived at CTT depot in Kampot where our transport had been cancelled without being informed. Me and my girlfriend were put into a car with 6 locals doing a good supply run to Sihanoukville. We had no idea what was happening. Furious,1,2018-09-05 11:40:01 UTC,CTT Transportation
"The driver was nice, the van was in good shape. We even arrived an hour ahead of schedule. Definitely recommend.",5,2018-09-06 05:04:29 UTC,CamPost
"My seat on email number 07 but on car number 10. what happened ?
",3.6,2018-09-06 10:06:13 UTC,Seila Angkor Khmer Express
,5,2018-09-06 11:17:01 UTC,Mekong Express
,4.4,2018-09-06 17:14:36 UTC,KUMHO SAMCO BUSLINES
,2.4,2018-09-06 17:16:29 UTC,Nattakan
"The person at the office confirmed of the 1HR prior pick up at the hostel a day before but the next day, no one came to pick me up. I went to the place myself and when I asked him about it, he just smiled. He was busy playing games with his phone.",5,2018-09-07 02:01:44 UTC,Mekong Express
The service is good but there is no amount written in your eticket that is why I cannot use to reimburse from our office,4.6,2018-09-07 02:02:25 UTC,Cambolink21 Express
"Overall service good, but in the E-ticket should add the location station departure and arrival destination. My experience, taxi driver asked me where the station I dropped u?I forgot, fortunately have a Thai guy help me to check and called to Virakbuthan",4,2018-09-07 03:43:48 UTC,Virak Buntham Old
"good service, a little bit late but not matter much, great!",4,2018-09-07 05:19:13 UTC,Mekong Express
"Khai Nam has the first bus to depart in the morning - their service is fine. Seats not quite so spacious as Kumho, but tickets at $9 are cheaper.",4,2018-09-07 10:03:48 UTC,delete khai nam
"Just make sure to provide ear buds , so that the engine and gear voice not break your ear drums.",5,2018-09-07 10:03:55 UTC,Mekong Express
Over all very good,4,2018-09-07 10:05:57 UTC,Virak Buntham Old
"Driving like crazy, to the death limit. ",3.8,2018-09-07 10:34:50 UTC,Virak Buntham Old
"Well it is was good, the driver gets your passports and everything. And when in Ho chi Minh, if you let them know they might drop you to your or close to your hotel. ",4.2,2018-09-07 10:43:47 UTC,delete khai nam
Everything is OK. Only Con is the Terminal. It says Mochit 2 but it is in Mochit Terminal right infront of it. Please change it. Thanks!,5,2018-09-07 13:47:41 UTC,Nattakan
The van departed and arrived on time. The driver is professional. Great overall experience.,5,2018-09-08 09:41:41 UTC,CamPost
"Meant to be picked up at hotel at 06:15 for the 07:00 minivan. No one came, had to get hotel to call twice. Came at 06:50. Driver ignorant and tried to get my g/f to move from the front seat, despite booking that one. Then wanted to drop us at wrong place",1.6,2018-09-08 10:09:39 UTC,Mekong Express
Handled the road works very well. ,4.4,2018-09-08 14:27:39 UTC,Mekong Express
"Rubbish and disorganised excuse for a bus company. Our bus booked for 11am was ""cancelled"" without notice, and we were put into the next bus 2.5hrs later. 2 bus changes & 3.5hrs late we arrived at our destination. Awful service with zero communication. ",1,2018-09-08 14:27:44 UTC,Champa Mekong
"In other countries such as in Thailand and Indonesia, the agent has provided our meal. But here we must pay by ourself! Driver also can not speak english at all. ",2.6,2018-09-09 05:58:06 UTC,Mekong Express
"When it was  raining I toik a shower 
Check the windows seals 
",4.4,2018-09-09 10:20:44 UTC,Mekong Express
Perfect for me,5,2018-09-09 10:39:55 UTC,Mekong Express
"Back seat was quite uncomfortable as the seats were high up and the space was little. But #9 and #10 was a lot better!
Drivers were very skillful so took only a little over 3h. Also satisfied with pick up service from the hotel I stayed :-)",4.4,2018-09-10 02:29:51 UTC,Kampot Express
Driver could not easily find our destination on the map. I had to direct him from my own device,4,2018-09-10 10:17:24 UTC,Private Taxi Service
"Left Phnom Penh on time, we had 2 short breaks of about 10 mins each and arrived in Siem Reap an hour early! Good company, comfy bus and safe driver!",5,2018-09-10 10:40:16 UTC,Larryta Bus
We left on time. The van was comfortable on terms of leg room. A stronger AC and working wifi will be helpful next time. Please ask the driver to take it easy on the speed. He is very helpful and accommodating. Overall a good experience. ,4.2,2018-09-10 13:18:31 UTC,CamPost
Punctual but border crossing was awful. Guide told us we needed to give him money when we had organised e-visas in advance and said we would have to explain ourselves to the police - a lie! We were left for 45 mins at border without passports or any info!,2.8,2018-09-10 14:54:09 UTC,Mekong Express
Should upgred the accommodation.,3.4,2018-09-10 17:21:33 UTC,Mekong Express
The station has been the dirtiest one in our month here. No english in the office and neither the driver. It was a private old car. We left 30 minutes later and arrive 1 hour later too. The driver wanted some Usd for dropping us closer to hostel. ,1.6,2018-09-11 01:19:55 UTC,Champa Mekong
"Trajet impeccable, rien à dire. Le départ n’était pas sur le ponton, mais un bus nous amène au bon endroit donc super! Au retour un peu de retard, mais vu la grosse pluie c'est normal!!",5,2018-09-11 08:14:17 UTC,GTVC Speedboat
It took us 6.5hours not the advertised 4.. Other than that it was good,2.8,2018-09-11 10:06:57 UTC,Mekong Express
"I was on the vip van that crashed into a moto on the early van, I was sitting up in the passenger seat next to the driver, I have lived most of the year in Phnom Penh, and the USA, the driver was at no fault , she ran into him, he did nothing wrong",5,2018-09-11 10:09:43 UTC,Mekong Express
"Driver handled the traffic in a most safe and excellent manner. Lots of construction on hwy 5, but he took it in stride. Great experience!",5,2018-09-11 12:42:09 UTC,Mekong Express
,4.8,2018-09-11 13:00:58 UTC,Mekong Express
,4,2018-09-11 16:00:52 UTC,Mekong Express
Our driver was fantastic! Great trip!,4.2,2018-09-11 23:14:42 UTC,Mekong Express
We were very satisfied with your service. We booked a car from Pursat to Battambang. Thank you for arranging an earlier pickup than originally planned because of early train arrival! Driver and car was perfect! ,5,2018-09-12 06:41:42 UTC,Private Taxi Service
Nice experience.. perfect for bus pp-sr.. just a bit small bus for hcm-pp,4.6,2018-09-12 13:03:46 UTC,Mekong Express
We enjoyed our comfortable trip from Kep to Phnom Pen. We left 10mins early. The driver was very good and dropped us at our accomodation which was not to far out of his way. Greatly appreciated as it was pouring with rain. Loved seeing other towns. ,5,2018-09-12 13:27:11 UTC,CamPost
We enjoyed our comfortable trip from Kep to Phnom Pen. We left 10mins early. The driver was very good and dropped us at our accomodation which was not to far out of his way. Greatly appreciated as it was pouring with rain. Loved seeing other towns. ,5,2018-09-12 13:28:06 UTC,CamPost
It's was good. ,4,2018-09-12 14:41:33 UTC,Bayon VIP
Always on time to reach the destination. The girl who’s assisting the passengers was very accomodating and nice.  ,5,2018-09-13 03:46:09 UTC,Mekong Express
,4.4,2018-09-13 07:19:57 UTC,Private Taxi Service
"On time, helpful & courteous staff, comfortable bus. Good service and highly recommended. ",4.8,2018-09-13 07:23:06 UTC,Mekong Express
Very profesional driver! Always worried about the clients and was always in communications with the Hotel which arranged transfer to island,5,2018-09-13 10:04:32 UTC,Private Taxi Service
Very punctual and really good driver!! ,4.6,2018-09-13 11:53:26 UTC,Ekareach Express
,5,2018-09-13 12:37:10 UTC,Mekong Express
"free shuttle was not being arranged but we have requested via email and got reply saying no issue. Once we reached Phnom Penh, a day before we email the room number few times, no response. On travel day, only realized nothing wer arranged for whole trip! ",2.4,2018-09-13 14:05:33 UTC,Mekong Express
Everything is ok excluding the driver. He is very bad.,2.4,2018-09-13 15:45:11 UTC,Bayon VIP
It was a nice ride from Phnom Penh to Siem Reap. The van was right on the schedule and the driver is friendly.,5,2018-09-14 02:26:43 UTC,CamPost
"We availed the VIP-VAN that departed by 6:30am. Hassle free and comfortable seats, especially if you choose row 2. ",5,2018-09-14 03:44:09 UTC,Mekong Express
Took 5.5 hrs not the 4 hrs as per timetable. Nice comfortable clean bus with 2 stops in the way. Driver drove well Cambodian style. Very happy. Also very helpful in trying to get us to our prebooked ferry on time. ,3,2018-09-14 04:24:39 UTC,Mekong Express
"everytihing on time
good driver
good service",3.8,2018-09-14 10:02:34 UTC,CamPost
"Water from the aircon is already condensing. Also, they turned off the aircon from time to time. I dont know why. But it was a great ride",5,2018-09-14 10:11:08 UTC,Mekong Express
,4.4,2018-09-14 14:22:02 UTC,Bayon VIP
Driver was waiting for me with legible name sign. Car was clean although a bit dated. Will use them again. ,5,2018-09-14 15:25:30 UTC,Private Taxi Service
,3.8,2018-09-15 01:23:24 UTC,Mekong Express
Hi,4.2,2018-09-15 07:03:35 UTC,K.S.O Transport Co. Ltd
Took 8hours due to rain and flooding but the driver was fantastic and dropped us off at our hotel ,5,2018-09-15 13:45:48 UTC,Mekong Express
"Picked up an hour late then arrived at a different pier from the one we left from and very poor communication 
",2.2,2018-09-15 13:51:06 UTC,Buva Sea
"Picked up an hour late then arrived at a different pier from the one we left from and very poor communication 
",2.2,2018-09-15 13:51:06 UTC,Buva Sea
"We needed to get from Siem Reap to Battambang and were told by locals that this is the best solution to that problem. The driver was excellent - a good balance of safety and speed. However, with the midway break, I doubt this route ever takes only 3 hours",3.2,2018-09-15 14:05:52 UTC,Mekong Express
"Definitely a different twist to adventure, can improve on punctuality, but overall a nice experience ",3.8,2018-09-16 05:06:59 UTC,Mekong Express
,5,2018-09-16 07:28:46 UTC,"OLONGPICH TRANSPORT CO.,LTD"
,5,2018-09-16 10:01:01 UTC,Bayon VIP
So good ,5,2018-09-16 10:02:27 UTC,Bayon VIP
The driver was speeding like crazy. No sense of responsibility for his customers at all. It was a horrible trip. I would never choose this company again. ,2.2,2018-09-16 10:24:59 UTC,Thy Socheata (T.C.T.) Express
I think it’s a way to expensive for that minibus. I booked a „super VIP“ transport and it was not even super... the seats are not really comfortable and 15 Dollar is a way to much if you compare it to the other companies... the bus driver is not friendly!,2,2018-09-16 12:54:03 UTC,Mekong Express
"Fast and friendly, aircon worked well and very comfortable ",5,2018-09-16 12:57:41 UTC,Bayon VIP
"Bus was ok, only people on it for last few hours and seemed to go long way to destination, over 1 hr late which isn't too bad for Cambodia",3.6,2018-09-16 13:18:19 UTC,Phnom Penh Sorya
"Viaggio perfetto,sedili comodi,AC e Wi Fi funzionanti,autista dalla guida sicura, ottimo prezzo puntuali.assolutamente consigliato ",5,2018-09-16 13:44:25 UTC,CamPost
"Viaggio perfetto,sedili comodi,AC e Wi Fi funzionanti,autista dalla guida sicura, ottimo prezzo puntuali.assolutamente consigliato.tratta PP Siem Reap",5,2018-09-16 13:47:27 UTC,CamPost
The whole trip took 1.5 hours less than planned. A 20 minutes stop for bathroom and food was included in the time. The bus is ok in terms of comfortableness but very clean. We got a complimentary water bottle. The driver was fast but overall safe.,4.2,2018-09-17 06:43:06 UTC,Seila Angkor Khmer Express
Small space can not movement can not sleep ,2.4,2018-09-17 06:48:40 UTC,Mey Hong Transport
Maybe it's the way it's but our bus wasn't full and the driver picked up more passengers along the way to fill the seat which is fine to me but it came off as invasion of privacy to me and I think your company should know about this. ,3.2,2018-09-17 07:56:32 UTC,Mekong Express
"The driver is driving too fast. A long the road, we nearly hit the other people. And I felt like it is my last day on earth. One more thing, he is not friendly. ",4.4,2018-09-17 10:06:09 UTC,Bayon VIP
The taxi driver was very punctual at the airport and had a sign with my name which made it very easy to find him. We got to my hotel within 30 minutes. Thanks for the service!,5,2018-09-17 10:20:24 UTC,Private Taxi Service
"I got an email confirming that we were going to be picked up at our hotwl, but only to be told in the end Kumho Samco Bus Lines refused to do so. Hadn’t I called the bus company, we could have missed our ride! I am very disappointed!",2.4,2018-09-17 10:41:00 UTC,KUMHO SAMCO BUSLINES
,4.4,2018-09-17 11:10:06 UTC,CamPost
,4.6,2018-09-17 11:54:40 UTC,V G S Express 
The company is very responsible. I recieved an upgrade with same price due to fully booked of bus company I was booking with. The booking process is simple and conviniece. I will surely book again via bookmebus.com,5,2018-09-18 01:09:29 UTC,Mekong Express
"This trip was a 12 seater van, old, Aircon feeble, seats close together and not obvious how to recline. Driver a bit risky and drinking far too many energy drinks. PS big road works for half the trip.",2.4,2018-09-18 06:14:37 UTC,Mekong Express
"Air-conditioning in bus didn't work well, was very warm. Driver stopped for longer than usual and stopped 3 times, delaying arrival time. ",3,2018-09-18 06:21:45 UTC,Mekong Express
"Another great trip. All ways look to book bayon vip when in Cambodia, maybe a loyalty discount would be a good idea for loyal customers. ",4.2,2018-09-18 11:30:26 UTC,Bayon VIP
Trip takes longer than expected. No clear instructions regarding border crossing but assistance is still provided with some delays. ,3,2018-09-18 15:31:28 UTC,Mekong Express
Great hospitality but actually i dont get seat i booked. Fortunately there are empty seat so i managed to hop on the bus.,4.6,2018-09-19 00:03:40 UTC,KUMHO SAMCO BUSLINES
Only took 3 hrs and pick up was on time. Dropped off at central location which is great. All our Mekong vip transport was very clean and comfortable with adequate service stops. ,4.2,2018-09-19 11:35:08 UTC,Mekong Express
"The Cat mekong express website stated that if it's a direct bus, there was no need to get off the bus while on  the borser. But we alighted at the Vietnam border and waited aimlessly until somebody called a passenger's name.",2.8,2018-09-19 13:53:35 UTC,Mekong Express
,5,2018-09-20 01:16:25 UTC,Mekong Express
"Made two stops along the way: a 20-minutes one and a 5-minute one. Had time to have lunch and go to the bathroom. The ride was smooth and fast, but we made some random non-justified extra-stops along the way. Arrived about 1 hour earlier than scheduled.",4.6,2018-09-20 06:53:53 UTC,Larryta Bus
,4,2018-09-20 10:15:59 UTC,Larryta Bus
,4,2018-09-20 10:16:02 UTC,Larryta Bus
"Could have been 5 stars, but the girl attendant was a little snub, not friendly, and not even smiling, unlike the first attendant we've encountered riding your bus from Phnom Phen to Siem Reap (very friendly and accommodating). ",4,2018-09-20 10:20:14 UTC,Mekong Express
Almost perfect,4,2018-09-20 11:56:15 UTC,Mekong Express
,4.6,2018-09-20 13:35:43 UTC,V G S Express 
"Nive driver, patience and on time",4,2018-09-21 10:38:52 UTC,Mekong Express
"The road is still a bit rough and bumpy & one lane each way means you get stuck behind slow traffic too much. Still, the driver did a good job and we arrived in 5 1/2 hrs, which wasn't too bad at all.",5,2018-09-21 12:39:07 UTC,Mekong Express
"Bus was due to set off at 10 30, the driver sat outside the bus smoking until around 11 30. Had two break stops on the way which lasted too long and again the driver was just smoking the whole time ",2.4,2018-09-21 23:58:26 UTC,K.S.O Transport Co. Ltd
,4,2018-09-22 04:19:47 UTC,Mekong Express
,4.2,2018-09-22 05:56:50 UTC,CamPost
"Very good service. Punctual, nice staff.  They give you water and some bakery food. I recommend it!",4.6,2018-09-22 10:08:48 UTC,Mekong Express
Just the bed is too small for two people. ,3.6,2018-09-22 12:27:09 UTC,Virak Buntham Old
"The bus departed Siem Reap on time but there was 45 min delay in reaching Battambang, without any particular traffic jam or accident during the journey.",3.4,2018-09-22 13:09:50 UTC,Mekong Express
"The bus departed Battambang on time but there was more than an hour delay in reaching Phnom Penh.  There was some traffic jam because of the large trucks from the construction sites at the outskirt of the city, but one hour's delay was not acceptable.",3,2018-09-22 13:13:13 UTC,Mekong Express
,3.6,2018-09-23 01:27:41 UTC,Seila Angkor Khmer Express
I cancelled my booking. Will my $ be refunded ?,5,2018-09-23 10:03:23 UTC,Virak Buntham Old
"Rude and irresponsible staff, their talk are like shit
Will never go and ride that fucking bus again ",1.2,2018-09-23 10:04:14 UTC,CTT Transportation
good!,5,2018-09-23 10:13:22 UTC,Mekong Express
Git rip off by driver but it is an experience ,2.8,2018-09-23 10:26:39 UTC,Mekong Express
Too many stops. No electric on the bus. Seats too close together. ,3.6,2018-09-23 14:45:11 UTC,Phnom Penh Sorya
The best bus company in cambodia ,4.6,2018-09-23 16:56:10 UTC,Mekong Express
,4.8,2018-09-24 10:02:30 UTC,Mekong Express
The bus did not arrive anywhere near the stated time when we booked the ticket,3.6,2018-09-24 10:03:43 UTC,Mekong Express
Outstanding service and unbelievable for the price.  I was a single girl travelling solo and felt 100% safe.  The driver even took care to make sure I knew how long breaks were and drove very well (for Asian standards). Don't fly - take the post bus!!! ,5,2018-09-24 11:11:33 UTC,CamPost
,3.2,2018-09-24 11:27:49 UTC,Mekong Express
,4,2018-09-24 11:58:23 UTC,Kampot Express
The trip started 1h late cause they were waiting for more people. Tire exploded but the replacement tire was too low on air so he had to LEAVE us on the side of the road in the dark in the middle of NOWHERE to go get it pumped. UNSAFE OVERALL! WORST EVER ,1.4,2018-09-24 14:58:36 UTC,Mekong Express
"This is a very good service. Value for money.
Phnompenh - Siem reap and vise versa it takes only 5hours. provide free water and wifi service as well.
Fully satisfied with this service. ",4.4,2018-09-25 03:57:02 UTC,CamPost
,4.2,2018-09-25 06:22:16 UTC,Mekong Express
Everything is nice and accepted to me :-),4,2018-09-25 07:30:51 UTC,Virak Buntham Old
The trip is good and the service is awesome ,5,2018-09-25 11:13:57 UTC,Mekong Express
"wev did not use the service as you lost our booking, s o i hace lost money becausrnof yoy poor company and lack of service we calked three times and each time yoy coukd notvfind oyr booking absolutely disgracefull and pathetic",1,2018-09-25 14:29:22 UTC,Mekong Express
"Driver is so friendly, pickup on time, We strongly recommend to other traveller.",5,2018-09-25 14:58:03 UTC,Private Taxi Service
"2 hours delay  for arriving, over customers, change car  and 45 minutes waiting on the way, all is without enough explain.",1,2018-09-25 16:10:49 UTC,Champa Mekong
The bus was quite dated. The food that was provided was okay. The restaurant that we were taken to was essentially a tourist trap. It took a really long time to pass through immigration. ,3,2018-09-26 03:36:58 UTC,Mekong Express
"The service was excellent, they provided bottled water and pastries which is great.. i just think that the seats were a bit uncomfortable and a little small but overall its okay",4.6,2018-09-26 08:43:33 UTC,Mekong Express
"The whole trip was very comfortable, leg room are spacious, they also offer bottled water and snack. would recommend it..",4.8,2018-09-26 08:47:14 UTC,Larryta Bus
,5,2018-09-26 10:01:30 UTC,Private Taxi Service
Responsible and safe driver. Much appreciated,3.2,2018-09-26 10:04:33 UTC,Mekong Express
,4,2018-09-26 10:08:10 UTC,Mekong Express
,4,2018-09-26 10:38:27 UTC,Mekong Express
Very good service as usual. Being the only passenger on the bus was even better!,4.4,2018-09-26 12:40:00 UTC,CamPost
Long trip. 7am to 1pm.  They said 5 hours but driver did his best although the last stop to wash the van was unnecessary,3.6,2018-09-26 13:26:43 UTC,Bayon VIP
We really like the trip and food was good and tour guide Fa was excellent. Really humble and nice.,4,2018-09-27 02:22:16 UTC,Mekong Express
very comfortable trip! a bit cold in the van though so think about taking a sweater!,4.4,2018-09-27 02:46:25 UTC,Larryta Bus
,5,2018-09-27 07:18:27 UTC,Larryta Bus
"Recommended this bus service, compare to other company I believe Mekong Express is more establish and reputable for their service.",5,2018-09-27 09:50:23 UTC,Mekong Express
,3,2018-09-27 10:17:32 UTC,Phnom Penh Sorya
Excellent,5,2018-09-27 11:02:34 UTC,Mekong Express
,4,2018-09-28 01:46:47 UTC,CamPost
"We had had a good trip, everything was all right.
Although it was delayed due to unsuitable condition of the originally on duty driver to proceed, nevertheless reassigning another driver was a safety move.",4.4,2018-09-28 02:22:47 UTC,Bayon VIP
"Thank you very much for serving, it’s good to re open again for night running PHN- BTB - PHN",4,2018-09-28 03:41:00 UTC,Mekong Express
"Yesterday afternoon was my first ride from HCM to PP by mini van and it was much better than expected.
The ride was pretty fast, formalities also, the guide at the border really helped and was nice.
I recomand!",4.2,2018-09-28 10:06:32 UTC,Mekong Express
"Not particularly impressed with my experience. I understand the quality of Cambodian roads is poor, but the driver drove far too quickly. The bus was pitching/rolling around, like it would overturn. I felt so unsafe that I have booked a taxi for my return",2,2018-09-28 10:34:47 UTC,Mekong Express
You put online only 4h for travelling but it almost 6h. Your company should respect the customer time prepare your van before departure time not 6:30 leave just prepare the van and still pickup customer. And your driver stop to take guest along the road. ,1.2,2018-09-28 11:01:04 UTC,Bayon VIP
"The van departed 1hr late + we spent 1/2 hr circulating the city to pick up more passengers, which made us hit rush hour in Phn P. We finally arrived 4 hrs late. The driver made crazy overtakings, AC worked poorly and no space for my legs on the back row.",2,2018-09-29 10:42:56 UTC,Bayon VIP
Thank you for making the trip comfortable!,5,2018-09-29 12:02:53 UTC,Mekong Express
"Very bad service. we were promised a water bottle, cake and Towel. None of them were given. Also, we were drenched in rain and the driver put the AC in very cold temperature, everyone was shivering, no proper help in handling visa. Overall very bad",1.8,2018-09-29 12:51:28 UTC,Mekong Express
,5,2018-09-29 22:52:03 UTC,CamPost
"Good and reliable, when service and communication might have been more extensive and with a smile, it would have been perfect.",4.6,2018-09-30 00:28:39 UTC,Mekong Express
"Stuff on bus so rude
Bus smell like shit 
Departure time is not accurate ",1.8,2018-09-30 05:18:25 UTC,Virak Buntham Old
,4.8,2018-09-30 10:33:06 UTC,Mekong Express
I very much enjoyed the ride and serviced provided. ,4,2018-09-30 10:36:33 UTC,Mekong Express
"- None of the drivers are speaking english
- None of them want to help you
- Don't care to announce the stop
- It was not my first time with Virak and I also had some little troubles but this time I just arrived 100km away from my hotel .... Very nice",1,2018-10-01 01:47:10 UTC,Virak Buntham Old
"Especially the stop half way with the very nice restaurant was great.
One star less for accomodation: chairs are somewhat narrow for West Europeans, and believe us we're not  fat ?",4.8,2018-10-01 04:01:54 UTC,Mekong Express
,4,2018-10-01 04:09:59 UTC,Mekong Express
"The drive was alright. The driver seemed to speed at some points but he seemed to know the road at the same time, so this was alright. We arrived roughly on time. The Wifi was good.",4.4,2018-10-01 06:13:30 UTC,CamPost
"We were leaving to early and so didn't hit bad traffic. So if you book with Cambodia Post VIP Van, be there 20 minutes before the departure time. There is a lot of construction going on on the road from Battambang to Sisophon (Siem Reap). Safe driver!",4.6,2018-10-01 08:56:57 UTC,CamPost
Phnom Penh-Battambang. The driver was not what I was used to know from the Post Bus. Usually it's a comfortable ride with them. But this time not at all. He was driving too fast and to close to other vehicles. We arrived 15 minutes to early... ,3.4,2018-10-01 09:04:50 UTC,CamPost
,5,2018-10-01 10:35:12 UTC,Bayon VIP
Excellent,5,2018-10-01 11:00:04 UTC,Mekong Express
"Nice friendly driver, and very kind. Easy ride, even in heavy traffic.",5,2018-10-01 11:22:45 UTC,Private Taxi Service
Great service. Just took longer than expected. Took the 1pm bus that was to arrive at 7. We did not make it till after 8pm,4.8,2018-10-01 11:45:42 UTC,Mekong Express
Nice experience ,5,2018-10-01 12:28:19 UTC,Mekong Express
Okay company. But the driver drove very irresponsible and kept talking on the phone very loud.,2.8,2018-10-01 13:12:55 UTC,Ekareach Express
We had bad luck and were sticking direktly in Phnom Penh in a traffic yam. Not fault from driver but we had more than 2hours delay. Other wise good service. ,3.8,2018-10-01 13:46:14 UTC,Mekong Express
Stopped for toilet break then again 20min later for lunch at 10:30 in the morning at what’s seemed like a mates restaurant who had asked him to stop there to get more business ?,3,2018-10-01 14:31:44 UTC,Mekong Express
Nice and early no messing around here . My advise get to your bus stop 30 minutes before departure and don’t drink to much water on the bus as he only stops once ,5,2018-10-01 15:54:32 UTC,Mekong Express
Nice and early no messing around here . My advise get to your bus stop 30 minutes before departure and don’t drink to much water on the bus as he only stops once ,5,2018-10-01 15:54:34 UTC,Mekong Express
,3.8,2018-10-02 00:51:00 UTC,Mekong Express
"Very good: clean, safe, and fast!",5,2018-10-02 02:52:27 UTC,Bayon VIP
Driver easy to locate. Clean vehicle. Very satisfied,5,2018-10-02 08:51:56 UTC,Private Taxi Service
"The bus was super clean, they provided us pillows and blankets, and even water & crackers. Would definetely recommend to anyone travelling in Cambodia!",5,2018-10-02 11:04:34 UTC,Mekong Express
"On time, good leg room and overall comfort",5,2018-10-02 15:09:01 UTC,Mekong Express
,2.4,2018-10-02 15:19:44 UTC,Bayon VIP
"Ponctuel et efficace. Climatisation et wifi à bord.
Musique khmer en fond sonore, mais cela ne nous a pas empêché de dormir malgré nos placement aux dernières places arrières",4,2018-10-02 15:39:50 UTC,CamPost
The bus that i book is sleeping bus and the timing and location is good. But i want to complaint is the bus compressor have water leaking and the driver and assistant was not helpful at all. They didn't help me solve the problem and i need to do myself. ,2,2018-10-03 07:24:57 UTC,Virak Buntham Old
"overall is quite ok, just the van keep stop and fetch roadside ppl to earn some money. It make me fell uncomfortable. Just like when you just wanted to take a nap then the van will stop and fetch ppl up again. ",2.8,2018-10-03 07:30:35 UTC,Mekong Express
"Left on time at 9.30 from PP but took 6 hours to Sihanoukville. We were taken to the ferry port free of charge, which was very  kind and very handy in the pouring rain.",5,2018-10-03 14:28:54 UTC,Mekong Express
"Left on time at 9.30 from PP but took 6 hours to Sihanoukville due to traffic. We were taken to the ferry port free of charge, which was very  kind and very handy in the pouring rain.",5,2018-10-03 14:30:56 UTC,Mekong Express
,5,2018-10-04 00:29:44 UTC,Mekong Express
"Van driver doesn't know how to speak english, but the sleeper bus to siem reap is so comfortable. I slept well. ",4,2018-10-04 02:31:59 UTC,Mekong Express
"the bus was oke but old. the trip took us over 6 hours to get there. when we arrived they wanted to take us to the hotel for 5$ more, after they where late.",1.2,2018-10-04 03:13:56 UTC,Mekong Express
The driver picked us up from the airport with no problem. He was driving very experienced and safe. He even found my cellphone after I lost it and brought it back to my hotel. In summary I can only recommend the company and their good service ,5,2018-10-04 10:09:18 UTC,Private Taxi Service
Great bus ride! Only complaint was the border system could have been explained better (they just took our passports and pointed to the border building). Everything else was great though!,5,2018-10-04 10:18:07 UTC,Mekong Express
Highly recommended,5,2018-10-04 11:22:54 UTC,Mekong Express
"there was no wifi , no toilet although they should be equipped as reservation web page ",4.2,2018-10-04 11:40:13 UTC,Mekong Express
My friend has forgot a power bank charger for mobile phone on bed 3A in bus from phnom penh to siem reap at 11:30pm on 3rd Oct. Please help me to find it and inform me via email: my.luong.ng.1293@gmail.con,3.4,2018-10-04 11:58:53 UTC,Mekong Express
"Fyi These sleeper buses are double occupancy, meaning that 2 people share every bunk! Know this before you book",3,2018-10-04 12:20:58 UTC,Virak Buntham Old
"Punctual, clean, driver wasn't as aggressive as usual minibus drivers and still arrived on time. Highly recommended",4.6,2018-10-04 12:27:56 UTC,CamPost
Conducción un poco arriesgada a veces pero dentro de lo normal en Camboya.,3.4,2018-10-04 16:05:02 UTC,Thy Socheata (T.C.T.) Express
Very easy to book and pay online. Very pleased with this service.,5,2018-10-05 10:04:39 UTC,CamPost
My booking number which you give to  Seila Angkor was wrong. Plz aware about this! ,3,2018-10-05 10:10:32 UTC,Seila Angkor Khmer Express
"The trip is advertised as 3 hours -- in my case from 2 pm to 5 pm. This is highly impossible. The real time is 4 hours. Everything else was fine -- service, comfort, etc. But passengers must be aware that the trip will surely take longer than advertised.",4,2018-10-05 10:54:03 UTC,Mekong Express
"El conductor más precavido que otros, forguneta en buen estado, aire acondicionado ok",3.8,2018-10-05 11:26:24 UTC,Thy Socheata (T.C.T.) Express
,3.6,2018-10-05 11:27:10 UTC,Thy Socheata (T.C.T.) Express
Very nice and comfortable transportation ! I'll remember and recommend.,5,2018-10-05 12:36:36 UTC,Virak Buntham Old
"Nice outbound from Phnom Penh to Kampong Cham but scary way back as the driver runned much too fast with strictly no consideration to other vehicles, spending his time honking and forcing others to fall hastily. So heaven then hell experience",3.4,2018-10-05 12:44:05 UTC,Virak Buntham Old
"The trip itself was very well. Good driver, short restroom break, clean car.
Only, we were supposed to be picked up at our hotel which didn‘t happen.",4.2,2018-10-05 13:26:02 UTC,Mekong Express
Excellent,5,2018-10-05 13:49:59 UTC,Mekong Express
When I got back it looked like my bag had been opened and thrown in the rain. It was wet and dirty. ,3.8,2018-10-06 00:27:01 UTC,Mekong Express
,4.8,2018-10-06 10:14:44 UTC,Mekong Express
This trip is definitely not four hour I would plan on 6-8 hours to be safe. ,3.6,2018-10-06 10:26:38 UTC,Mekong Express
Best service ,4.8,2018-10-06 11:18:41 UTC,Mekong Express
"It was a lovely experience! Save Driving, very friendly driver and guests, very comfortable bus",4.2,2018-10-06 12:45:11 UTC,CamPost
"Maybe good for foreigner but not for Cambodian. 2 hour when cross border, due to Visa process, all cars not the same, some comfort n some bad smell",2.6,2018-10-06 13:57:23 UTC,Mekong Express
,5,2018-10-06 15:40:11 UTC,Mekong Express
The reception staff was so good and help me to change bus reservation time. but driver is dangerous.,2.6,2018-10-07 02:56:40 UTC,Mekong Express
The driver was on the phone the whole trip!! His was driving like his soul was not with his body. ,2.4,2018-10-07 10:03:11 UTC,Bayon VIP
Very best service serving.,5,2018-10-07 10:11:23 UTC,CamPost
